"CÃ³digo","Departamento","Escala_Cog.","Escala_Mot.","Escala_Soc","Escala_Dis."
1523,"Loreto",57,25,55,20
3370,"Lima Metropolitana",141,36,68,31
714,"Loreto",121,31,71,33
715,"Loreto",126,34,73,35
869,"Piura",85,30,65,30
566,"Cusco",88,26,57,24
1913,"Loreto",111,30,68,25
373,"Piura",153,25,71,34
638,"Piura",81,22,58,22
2338,"Piura",67,34,70,28
408,"Piura",88,31,54,21
1886,"Piura",101,33,73,27
294,"Cusco",69,24,55,27
1959,"Loreto",154,35,77,28
3109,"Lima Metropolitana",72,18,52,19
708,"Loreto",122,32,72,34
1962,"Loreto",130,34,75,32
2344,"Piura",107,35,77,31
812,"Cusco",97,31,68,26
1456,"Cusco",65,23,51,17
2597,"Piura",34,26,33,8
1304,"Loreto",85,25,63,32
296,"Cusco",81,24,53,28
829,"Cusco",62,30,58,24
387,"Piura",107,25,57,26
362,"Cusco",78,18,46,19
1862,"Loreto",112,29,73,31
1519,"Loreto",67,29,62,21
1376,"Piura",85,23,61,30
2409,"Piura",111,29,67,29
991,"Piura",71,26,67,24
3375,"Lima Metropolitana",104,26,61,27
79,"Cusco",112,33,61,29
1809,"Cusco",106,23,63,25
272,"Piura",44,17,45,16
3498,"Lima Metropolitana",97,26,55,23
1857,"Loreto",116,33,73,29
3358,"Lima Metropolitana",59,18,51,20
1882,"Piura",114,34,76,27
2362,"Piura",106,32,73,34
3190,"Lima Metropolitana",124,31,65,31
3112,"Lima Metropolitana",140,35,68,34
1510,"Loreto",105,30,61,27
811,"Cusco",82,28,65,23
3220,"Lima Metropolitana",92,25,53,23
1455,"Cusco",69,25,51,19
382,"Piura",153,25,67,28
1530,"Loreto",73,30,60,27
1366,"Piura",82,26,53,21
3341,"Lima Metropolitana",137,35,58,26
830,"Cusco",111,21,61,23
3222,"Lima Metropolitana",112,30,58,30
1250,"Loreto",110,31,54,28
1853,"Loreto",156,36,78,33
1223,"Cusco",71,26,64,22
2516,"Piura",81,34,68,24
2607,"Piura",38,24,39,9
1121,"Cusco",41,11,38,14
1395,"Cusco",85,27,57,24
3350,"Lima Metropolitana",104,28,53,25
424,"Piura",94,33,63,27
926,"Cusco",96,25,70,29
1453,"Cusco",60,24,51,19
2799,"Lima Metropolitana",103,29,64,27
1042,"Piura",83,26,70,22
3478,"Lima Metropolitana",106,30,52,23
1226,"Cusco",62,26,55,21
988,"Piura",94,27,71,30
3169,"Lima Metropolitana",105,29,53,22
2248,"Piura",59,21,53,17
1528,"Loreto",47,32,56,20
2612,"Piura",68,22,50,17
3183,"Lima Metropolitana",148,35,65,31
3335,"Lima Metropolitana",129,33,62,27
402,"Piura",56,23,57,21
374,"Piura",153,26,77,30
2515,"Piura",115,36,61,24
2251,"Piura",97,31,63,31
3180,"Lima Metropolitana",156,36,61,30
2258,"Piura",106,31,60,30
1374,"Piura",123,33,70,32
1748,"Piura",134,35,78,30
1219,"Cusco",104,29,49,26
1868,"Piura",136,36,71,30
3325,"Lima Metropolitana",127,36,52,27
1252,"Loreto",96,30,58,21
237,"Piura",58,15,38,18
2558,"Piura",86,30,49,22
3415,"Lima Metropolitana",118,31,62,26
1029,"Cusco",89,25,56,23
3293,"Lima Metropolitana",101,27,55,23
1025,"Cusco",83,25,62,25
1877,"Piura",97,34,73,26
557,"Cusco",72,17,59,17
1189,"Cusco",89,30,56,17
1114,"Cusco",44,14,37,12
1808,"Cusco",98,25,62,25
1112,"Cusco",46,10,45,18
68,"Cusco",80,29,57,22
813,"Cusco",80,28,73,26
3159,"Lima Metropolitana",89,30,64,30
559,"Cusco",77,25,67,29
89,"Cusco",130,32,54,26
868,"Piura",81,32,53,32
3362,"Lima Metropolitana",101,29,57,26
1028,"Cusco",90,25,48,20
425,"Piura",86,31,60,22
1036,"Cusco",94,24,64,23
1319,"Loreto",64,20,55,24
2598,"Piura",76,29,72,28
2803,"Lima Metropolitana",131,32,73,30
2610,"Piura",52,29,47,14
1118,"Cusco",48,17,41,16
998,"Cusco",75,20,52,21
2807,"Lima Metropolitana",101,31,61,24
301,"Cusco",65,21,51,27
1087,"Piura",131,36,74,28
1358,"Cusco",74,19,50,21
726,"Loreto",114,32,65,27
80,"Cusco",76,22,50,18
699,"Loreto",93,30,65,24
561,"Cusco",90,25,62,22
31,"Piura",105,27,58,27
392,"Piura",96,27,59,23
25,"Piura",110,28,60,27
1442,"Cusco",61,18,52,21
1369,"Piura",102,33,68,28
703,"Loreto",142,34,76,36
3229,"Lima Metropolitana",63,13,46,19
3417,"Lima Metropolitana",107,28,52,27
1791,"Loreto",137,36,71,29
568,"Cusco",85,25,45,21
903,"Cusco",108,26,59,23
1370,"Piura",109,32,69,30
3223,"Lima Metropolitana",108,30,61,23
610,"Cusco",77,27,56,22
1884,"Piura",119,34,73,28
833,"Cusco",55,23,35,18
639,"Piura",73,20,57,21
3012,"Lima Metropolitana",120,33,64,28
2260,"Piura",113,29,57,28
917,"Cusco",76,22,69,23
386,"Piura",73,22,58,26
3147,"Lima Metropolitana",102,34,64,30
3148,"Lima Metropolitana",102,34,64,30
3351,"Lima Metropolitana",99,24,56,18
293,"Cusco",72,24,55,27
1020,"Cusco",77,24,60,23
1515,"Loreto",83,31,63,23
377,"Piura",145,26,78,34
2357,"Piura",68,27,69,21
3453,"Lima Metropolitana",90,27,63,18
220,"Piura",73,24,30,15
3182,"Lima Metropolitana",85,30,57,27
925,"Cusco",107,27,70,29
952,"Piura",97,29,50,32
562,"Cusco",62,25,46,19
1236,"Loreto",45,18,45,15
1227,"Cusco",73,27,51,19
1525,"Loreto",126,34,73,29
2593,"Piura",57,27,42,16
3303,"Lima Metropolitana",99,29,58,23
712,"Loreto",135,33,68,32
3176,"Lima Metropolitana",114,35,63,33
823,"Cusco",65,29,60,20
3194,"Lima Metropolitana",85,26,57,25
2408,"Piura",112,29,65,31
1316,"Loreto",101,29,62,28
841,"Cusco",97,26,56,24
1315,"Loreto",101,27,63,31
1449,"Cusco",61,23,45,18
2349,"Piura",101,35,76,31
3414,"Lima Metropolitana",95,28,56,29
933,"Cusco",85,23,59,24
3105,"Lima Metropolitana",94,26,55,21
371,"Piura",156,26,72,31
401,"Piura",57,24,53,19
722,"Loreto",129,35,66,29
1178,"Loreto",84,26,46,19
1301,"Loreto",63,19,59,24
2574,"Loreto",117,29,65,25
918,"Cusco",65,13,46,16
920,"Cusco",66,18,56,23
2800,"Lima Metropolitana",126,32,65,30
2517,"Piura",104,32,68,23
3152,"Lima Metropolitana",88,35,65,31
3282,"Lima Metropolitana",71,16,52,30
1089,"Piura",114,36,74,26
2380,"Piura",123,32,76,34
381,"Piura",154,26,76,28
384,"Piura",153,20,68,30
1352,"Cusco",100,28,57,25
1807,"Cusco",44,15,43,24
2407,"Piura",98,29,62,30
1518,"Loreto",36,20,53,18
1298,"Loreto",70,24,61,29
3245,"Lima Metropolitana",109,29,60,30
530,"Loreto",101,25,56,24
232,"Piura",85,26,52,28
2346,"Piura",113,36,75,30
818,"Cusco",73,29,69,20
3199,"Lima Metropolitana",105,30,53,26
3227,"Lima Metropolitana",109,26,61,24
87,"Cusco",60,17,46,17
2611,"Piura",43,24,43,16
1880,"Piura",101,34,76,28
360,"Cusco",77,18,46,19
1181,"Loreto",76,25,47,20
8,"Piura",104,25,54,27
1318,"Loreto",67,22,58,28
2273,"Piura",80,24,53,18
3297,"Lima Metropolitana",81,21,59,22
822,"Cusco",116,32,74,26
1861,"Loreto",113,28,62,30
1512,"Loreto",64,29,59,19
90,"Cusco",144,36,52,32
1860,"Loreto",104,29,56,25
1312,"Loreto",87,25,63,32
2561,"Piura",95,27,54,25
1792,"Loreto",63,22,68,20
1532,"Loreto",46,32,49,24
400,"Piura",105,26,61,23
1024,"Cusco",84,25,63,24
1137,"Cusco",124,32,77,26
613,"Cusco",70,25,57,20
932,"Cusco",94,21,65,26
572,"Cusco",83,23,63,27
1120,"Cusco",48,13,45,14
78,"Cusco",132,35,54,23
1749,"Piura",69,31,71,19
1140,"Cusco",51,28,43,21
3389,"Lima Metropolitana",73,26,53,15
821,"Cusco",124,30,71,27
1019,"Cusco",90,28,61,27
239,"Piura",89,24,56,30
3187,"Lima Metropolitana",88,23,57,24
2556,"Piura",73,24,49,18
2599,"Piura",73,28,52,22
1032,"Cusco",81,24,51,23
265,"Piura",81,22,62,27
1367,"Piura",98,27,58,29
570,"Cusco",89,23,68,33
1182,"Loreto",73,21,52,18
2591,"Piura",45,24,40,10
67,"Cusco",139,36,59,31
2143,"Cusco",65,25,47,16
351,"Cusco",94,23,47,21
2555,"Piura",55,17,57,17
838,"Cusco",92,29,58,20
1914,"Loreto",106,31,61,24
299,"Cusco",67,19,55,27
779,"Loreto",89,23,55,24
406,"Piura",95,27,51,24
3497,"Lima Metropolitana",136,33,70,33
2351,"Piura",93,34,71,31
786,"Loreto",94,25,52,24
2559,"Piura",117,31,61,24
30,"Piura",111,25,58,27
1863,"Piura",117,33,74,27
3383,"Lima Metropolitana",75,24,58,18
409,"Piura",82,31,56,24
3111,"Lima Metropolitana",78,25,43,20
776,"Loreto",68,17,48,21
2379,"Piura",125,27,77,35
2369,"Piura",125,32,75,35
1513,"Loreto",35,21,45,16
3322,"Lima Metropolitana",86,26,51,23
389,"Piura",71,21,53,23
953,"Piura",78,28,67,30
961,"Piura",82,24,71,31
1001,"Cusco",55,17,48,18
465,"Loreto",131,28,51,24
29,"Piura",109,27,59,27
1852,"Loreto",131,33,74,35
1109,"Cusco",49,14,37,17
2557,"Piura",114,32,62,29
3482,"Lima Metropolitana",125,36,65,31
1390,"Cusco",82,21,52,21
817,"Cusco",109,31,76,27
2140,"Cusco",77,25,43,23
353,"Cusco",77,21,45,19
10,"Cusco",83,22,48,24
1780,"Loreto",100,34,66,29
2806,"Lima Metropolitana",90,29,63,26
1976,"Loreto",137,36,67,30
1364,"Piura",84,22,61,20
3,"Piura",108,26,57,27
1238,"Loreto",77,21,43,14
3160,"Lima Metropolitana",112,34,65,31
2365,"Piura",95,34,65,34
3166,"Lima Metropolitana",73,23,41,16
33,"Cusco",104,24,46,24
556,"Cusco",73,24,59,23
2804,"Lima Metropolitana",126,32,57,28
2138,"Cusco",101,28,53,26
2137,"Cusco",75,25,49,18
355,"Cusco",81,19,46,19
1386,"Cusco",72,20,56,20
375,"Piura",153,26,78,34
706,"Loreto",123,31,69,31
427,"Piura",97,33,63,22
3337,"Lima Metropolitana",103,28,61,28
3172,"Lima Metropolitana",110,26,59,30
3364,"Lima Metropolitana",136,33,67,31
1037,"Piura",68,25,44,24
3266,"Lima Metropolitana",92,26,59,20
3108,"Lima Metropolitana",99,28,61,22
782,"Loreto",86,22,53,23
2601,"Piura",36,25,32,11
642,"Piura",63,14,57,20
1136,"Cusco",111,32,75,26
985,"Piura",73,24,51,24
227,"Piura",84,24,48,23
1383,"Cusco",65,16,52,20
711,"Loreto",105,31,73,31
88,"Cusco",102,31,48,24
1228,"Cusco",73,28,67,25
777,"Loreto",87,23,52,24
931,"Cusco",87,22,58,25
824,"Cusco",108,31,70,24
2257,"Piura",80,21,55,23
27,"Piura",111,24,58,27
2263,"Piura",78,31,52,21
82,"Cusco",103,35,58,22
825,"Cusco",73,29,47,21
1445,"Cusco",77,24,49,22
1855,"Loreto",116,30,76,29
354,"Cusco",80,21,49,19
1017,"Cusco",85,27,63,24
3246,"Lima Metropolitana",84,15,48,23
2114,"Loreto",61,23,56,24
467,"Loreto",105,28,55,26
919,"Cusco",79,23,64,24
1375,"Piura",100,30,71,32
69,"Cusco",106,31,49,22
2354,"Piura",63,28,61,22
1452,"Cusco",54,23,50,22
240,"Piura",92,26,61,30
3400,"Lima Metropolitana",75,21,59,14
780,"Loreto",96,19,54,24
1240,"Loreto",70,22,50,14
2256,"Piura",80,24,58,23
2376,"Piura",121,32,76,34
3480,"Lima Metropolitana",156,36,65,23
947,"Cusco",110,27,55,28
962,"Piura",81,31,43,23
2367,"Piura",117,32,71,35
1110,"Cusco",57,15,49,20
1083,"Piura",97,35,67,21
579,"Cusco",73,21,40,19
2373,"Piura",119,32,77,35
423,"Piura",93,33,61,27
230,"Piura",76,20,55,22
300,"Cusco",48,20,51,20
3261,"Lima Metropolitana",130,30,60,26
1116,"Cusco",55,12,51,18
2265,"Piura",108,31,61,31
955,"Piura",100,28,67,35
3334,"Lima Metropolitana",130,33,68,27
2410,"Piura",74,26,52,24
1448,"Cusco",72,23,47,18
85,"Cusco",49,14,44,14
1233,"Loreto",64,23,47,19
2513,"Piura",91,29,67,23
1444,"Cusco",76,22,50,21
1355,"Cusco",76,19,53,21
563,"Cusco",66,21,52,17
83,"Cusco",46,17,38,14
295,"Cusco",60,22,55,26
2618,"Piura",92,27,72,33
2521,"Piura",91,31,66,25
2359,"Piura",96,31,72,25
1439,"Cusco",67,25,48,19
224,"Piura",46,22,47,19
2406,"Piura",124,34,70,33
352,"Cusco",75,15,45,19
77,"Cusco",144,36,65,30
3124,"Lima Metropolitana",101,30,64,27
3329,"Lima Metropolitana",151,35,74,31
2250,"Piura",83,24,56,30
3236,"Lima Metropolitana",105,32,57,25
3232,"Lima Metropolitana",80,18,43,21
3394,"Lima Metropolitana",51,22,44,8
2141,"Cusco",88,27,53,23
719,"Loreto",104,33,68,27
702,"Loreto",142,35,76,35
3263,"Lima Metropolitana",146,33,66,25
1362,"Piura",69,21,55,22
3452,"Lima Metropolitana",118,32,61,23
2006,"Loreto",84,27,61,20
2363,"Piura",134,32,76,35
1516,"Loreto",43,24,56,20
2603,"Piura",101,31,53,21
3216,"Lima Metropolitana",127,31,53,28
2519,"Piura",82,28,69,21
1108,"Cusco",45,13,37,12
2520,"Piura",70,23,59,26
1881,"Piura",100,34,76,28
394,"Piura",60,22,49,20
700,"Loreto",136,33,75,35
2271,"Piura",75,23,57,24
3344,"Lima Metropolitana",115,30,59,21
86,"Cusco",101,31,48,26
259,"Piura",96,25,63,29
3128,"Lima Metropolitana",111,35,66,32
2523,"Piura",84,34,73,28
2264,"Piura",63,21,52,22
2144,"Cusco",60,20,44,17
3174,"Lima Metropolitana",55,18,46,22
1522,"Loreto",117,30,69,29
2802,"Lima Metropolitana",115,29,58,29
996,"Cusco",57,16,47,16
640,"Piura",71,21,54,22
623,"Piura",65,23,49,21
929,"Cusco",82,20,60,22
1533,"Loreto",55,24,43,23
707,"Loreto",126,32,75,34
5,"Piura",109,26,56,27
3275,"Lima Metropolitana",82,23,50,20
2592,"Piura",87,28,64,25
2348,"Piura",94,34,76,30
76,"Cusco",97,24,54,24
1356,"Cusco",110,27,61,25
3294,"Lima Metropolitana",90,26,54,19
1357,"Cusco",93,24,59,23
221,"Piura",81,26,48,27
505,"Loreto",110,34,60,26
2522,"Piura",53,26,58,15
2378,"Piura",129,32,77,35
1349,"Cusco",113,27,50,25
1864,"Piura",105,34,75,27
1526,"Loreto",101,29,69,23
361,"Cusco",79,20,49,19
4,"Piura",115,27,57,26
785,"Loreto",84,22,52,24
1511,"Loreto",86,34,60,27
3309,"Lima Metropolitana",79,27,49,22
3265,"Lima Metropolitana",95,27,58,27
3113,"Lima Metropolitana",136,28,62,28
13,"Piura",97,25,55,26
2619,"Piura",97,31,75,31
397,"Piura",71,25,57,20
1303,"Loreto",79,22,63,31
3300,"Lima Metropolitana",101,32,61,24
787,"Loreto",95,24,53,24
3291,"Lima Metropolitana",94,28,58,23
2269,"Piura",101,31,61,28
3270,"Lima Metropolitana",131,29,54,27
775,"Loreto",103,25,54,26
2272,"Piura",105,31,62,29
3142,"Lima Metropolitana",81,32,62,24
3250,"Lima Metropolitana",80,24,57,23
469,"Loreto",92,22,52,22
1397,"Cusco",82,23,56,21
2340,"Piura",67,31,66,23
7,"Piura",102,24,46,26
887,"Piura",101,29,70,31
482,"Loreto",141,35,62,29
1307,"Loreto",58,19,57,26
2262,"Piura",60,21,52,24
885,"Piura",88,32,44,35
1363,"Piura",81,28,58,22
2412,"Piura",108,25,66,27
1111,"Cusco",53,13,56,21
2370,"Piura",115,32,75,35
2382,"Piura",121,32,65,34
3154,"Lima Metropolitana",100,35,66,31
2608,"Piura",51,25,37,14
1520,"Loreto",86,29,59,24
1044,"Piura",63,24,58,27
3114,"Lima Metropolitana",140,32,56,31
1521,"Loreto",41,21,52,17
2364,"Piura",121,34,77,35
2564,"Piura",82,20,43,18
624,"Piura",70,20,57,22
385,"Piura",153,20,73,30
769,"Loreto",92,29,60,23
3384,"Lima Metropolitana",65,19,57,15
3345,"Lima Metropolitana",117,27,59,24
1027,"Cusco",84,25,63,30
1788,"Loreto",59,28,70,24
3107,"Lima Metropolitana",95,28,52,21
26,"Piura",101,25,57,27
271,"Piura",85,21,62,27
2375,"Piura",123,32,77,34
2270,"Piura",128,36,61,35
609,"Cusco",65,24,54,17
3136,"Lima Metropolitana",93,28,55,22
3418,"Lima Metropolitana",109,29,57,20
1245,"Loreto",106,26,58,26
2506,"Piura",99,26,62,27
3256,"Lima Metropolitana",144,32,59,30
832,"Cusco",70,33,63,22
399,"Piura",87,24,60,22
1222,"Cusco",73,29,56,23
2524,"Piura",81,33,62,25
2411,"Piura",83,27,57,26
3365,"Lima Metropolitana",153,36,56,28
1320,"Loreto",62,23,61,27
2573,"Loreto",114,29,57,30
398,"Piura",72,21,52,18
1454,"Cusco",62,25,53,19
284,"Cusco",79,24,55,28
280,"Piura",90,23,57,24
2401,"Piura",83,29,70,27
1031,"Cusco",87,24,64,23
3157,"Lima Metropolitana",102,32,64,31
1119,"Cusco",51,13,46,16
948,"Piura",98,29,66,32
3477,"Lima Metropolitana",82,21,46,17
258,"Piura",57,19,57,21
928,"Cusco",54,19,56,18
359,"Cusco",78,17,46,19
2404,"Piura",81,26,60,24
1360,"Piura",67,19,56,21
1041,"Piura",92,31,49,27
3271,"Lima Metropolitana",100,21,52,22
3158,"Lima Metropolitana",135,34,72,31
819,"Cusco",98,32,72,24
1023,"Cusco",69,24,59,23
3305,"Lima Metropolitana",77,23,43,24
216,"Piura",79,23,53,25
1107,"Cusco",42,13,37,12
3340,"Lima Metropolitana",86,24,52,22
298,"Cusco",83,25,55,29
2252,"Piura",83,24,58,27
2350,"Piura",59,25,68,18
815,"Cusco",63,20,39,20
393,"Piura",61,24,55,23
290,"Cusco",56,23,55,27
291,"Cusco",48,20,55,22
2392,"Piura",110,32,59,27
3188,"Lima Metropolitana",156,36,63,30
3378,"Lima Metropolitana",54,18,51,12
2261,"Piura",74,25,54,23
292,"Cusco",66,22,55,25
915,"Cusco",68,22,59,19
916,"Cusco",74,19,57,18
622,"Piura",73,18,50,20
773,"Loreto",92,25,58,25
1302,"Loreto",70,21,59,30
724,"Loreto",110,33,69,28
1183,"Loreto",73,20,47,17
935,"Cusco",79,20,69,23
3177,"Lima Metropolitana",121,34,48,27
924,"Cusco",84,19,59,22
618,"Piura",69,22,51,20
463,"Loreto",96,24,47,22
1235,"Loreto",67,19,54,18
2560,"Piura",112,27,54,23
1865,"Piura",77,31,70,24
380,"Piura",154,26,77,28
270,"Piura",70,20,59,23
1225,"Cusco",68,29,52,21
3473,"Lima Metropolitana",140,36,56,25
621,"Piura",82,20,57,21
3445,"Lima Metropolitana",84,28,55,15
219,"Piura",73,23,51,25
627,"Piura",57,14,56,22
1509,"Loreto",48,23,50,19
3168,"Lima Metropolitana",76,22,55,21
2342,"Piura",60,23,63,26
3411,"Lima Metropolitana",73,26,58,16
881,"Loreto",71,32,57,28
390,"Piura",82,23,56,22
2405,"Piura",102,30,69,30
1963,"Piura",87,18,60,26
331,"Piura",98,27,61,28
2606,"Piura",74,31,59,21
3255,"Lima Metropolitana",77,28,56,24
1419,"Cusco",120,31,70,31
1285,"Piura",63,20,63,22
388,"Piura",57,20,52,20
2244,"Piura",95,26,62,21
1329,"Piura",56,16,63,20
1197,"Piura",97,31,60,24
1401,"Cusco",142,35,74,32
3080,"Lima Metropolitana",104,35,77,21
2821,"Lima Metropolitana",77,22,52,23
2569,"Loreto",136,30,57,29
340,"Piura",86,20,56,24
1539,"Loreto",58,26,59,21
1084,"Piura",91,36,64,23
1603,"Loreto",87,26,62,23
3122,"Lima Metropolitana",81,18,54,20
2223,"Piura",107,30,59,22
3215,"Lima Metropolitana",113,33,76,29
3068,"Lima Metropolitana",99,35,51,27
323,"Cusco",68,20,58,19
1811,"Cusco",96,25,61,25
1408,"Loreto",83,27,76,28
2085,"Piura",111,28,66,27
2104,"Loreto",74,31,63,25
778,"Loreto",85,22,54,22
2287,"Piura",97,24,52,28
873,"Loreto",61,31,57,27
2279,"Piura",123,25,61,26
2127,"Piura",92,25,65,27
1706,"Cusco",90,18,50,21
316,"Cusco",122,34,76,31
367,"Piura",79,23,59,24
9,"Piura",94,23,57,25
2082,"Loreto",71,30,60,29
2466,"Piura",91,23,69,27
3387,"Lima Metropolitana",92,28,58,27
19,"Piura",64,21,49,20
370,"Piura",152,22,51,24
405,"Piura",60,23,56,23
1601,"Loreto",142,30,65,30
2816,"Lima Metropolitana",57,13,49,22
57,"Cusco",39,20,50,18
1776,"Piura",65,29,64,20
2501,"Piura",97,27,51,23
951,"Piura",80,25,67,33
683,"Loreto",85,28,67,28
856,"Loreto",110,33,68,29
2182,"Piura",93,25,51,23
1242,"Loreto",52,15,41,11
407,"Piura",57,23,55,21
1804,"Cusco",73,25,59,23
2078,"Cusco",77,27,59,24
1278,"Piura",72,16,56,22
3443,"Lima Metropolitana",139,25,68,31
2291,"Piura",113,28,54,31
2571,"Loreto",134,23,56,31
3469,"Lima Metropolitana",93,25,47,23
746,"Cusco",75,22,57,19
1673,"Loreto",56,22,50,25
788,"Cusco",74,20,55,23
1557,"Loreto",81,24,66,24
2442,"Piura",116,30,60,25
60,"Cusco",55,23,57,26
1616,"Piura",74,18,47,19
697,"Loreto",72,30,68,25
1602,"Loreto",113,29,64,30
3198,"Lima Metropolitana",98,31,69,26
1696,"Cusco",93,17,51,17
1859,"Loreto",113,28,73,30
554,"Cusco",137,36,64,34
1874,"Piura",47,13,42,17
2820,"Lima Metropolitana",83,19,59,25
2532,"Piura",88,32,67,25
2071,"Cusco",78,27,61,24
2827,"Lima Metropolitana",39,20,45,20
676,"Loreto",86,28,67,25
1831,"Piura",79,26,46,18
979,"Loreto",94,21,52,22
1406,"Loreto",79,27,62,28
718,"Loreto",74,30,62,23
1201,"Cusco",81,23,40,18
55,"Cusco",51,23,57,24
791,"Cusco",90,23,55,25
155,"Piura",82,21,52,26
2390,"Piura",104,35,76,30
3412,"Lima Metropolitana",128,32,67,32
3466,"Lima Metropolitana",100,29,66,25
319,"Cusco",53,22,49,18
1767,"Piura",110,29,77,28
165,"Piura",81,21,56,26
1887,"Piura",119,34,77,28
41,"Piura",96,28,63,29
974,"Loreto",108,26,63,27
63,"Cusco",52,23,48,20
1838,"Loreto",133,32,73,29
877,"Loreto",68,31,55,26
3175,"Lima Metropolitana",92,30,69,25
2090,"Loreto",88,31,65,30
1203,"Cusco",133,29,60,25
1966,"Piura",79,20,50,21
1321,"Piura",63,20,63,22
366,"Piura",77,24,56,23
2818,"Lima Metropolitana",83,23,53,23
680,"Loreto",69,27,66,24
691,"Loreto",82,30,67,28
1612,"Piura",102,29,65,28
38,"Piura",71,24,51,22
1775,"Piura",99,29,77,27
688,"Loreto",95,30,64,29
1843,"Loreto",148,34,76,31
542,"Cusco",67,22,56,21
795,"Cusco",73,19,53,20
742,"Cusco",40,14,49,20
3070,"Lima Metropolitana",117,35,70,36
2834,"Lima Metropolitana",89,22,50,22
2459,"Piura",117,31,63,29
1611,"Piura",131,31,69,27
350,"Piura",82,19,55,21
159,"Piura",82,20,55,26
158,"Piura",83,21,55,26
1281,"Piura",50,18,52,18
2237,"Piura",65,27,66,24
3203,"Lima Metropolitana",113,33,72,26
3071,"Lima Metropolitana",91,33,73,35
1689,"Cusco",75,22,68,28
1055,"Cusco",72,25,57,23
2194,"Piura",79,28,60,25
2447,"Piura",121,26,69,29
1745,"Cusco",68,16,48,13
603,"Cusco",51,22,54,17
16,"Piura",66,18,45,16
2095,"Loreto",108,34,66,31
40,"Piura",43,10,42,16
1062,"Cusco",63,21,50,18
21,"Piura",74,25,55,24
1968,"Piura",92,27,59,29
1783,"Piura",107,35,59,26
1217,"Piura",80,25,69,29
693,"Loreto",76,28,66,27
797,"Cusco",71,20,51,20
3463,"Lima Metropolitana",116,26,51,26
1215,"Piura",99,25,64,28
3066,"Lima Metropolitana",108,35,73,34
1677,"Loreto",47,17,53,19
1625,"Piura",98,23,55,25
1535,"Loreto",78,22,64,30
2326,"Piura",75,18,47,21
3088,"Lima Metropolitana",97,35,73,35
1773,"Piura",75,29,68,24
3218,"Lima Metropolitana",120,30,74,27
3213,"Lima Metropolitana",64,16,62,19
1546,"Loreto",83,25,65,33
1649,"Loreto",94,25,65,25
1756,"Piura",66,26,73,19
799,"Cusco",70,20,56,19
615,"Piura",44,18,44,18
2185,"Piura",62,27,49,18
1629,"Piura",115,30,56,31
753,"Cusco",49,16,52,22
2108,"Loreto",78,24,57,23
970,"Loreto",101,25,55,27
1744,"Cusco",92,18,63,25
318,"Cusco",75,20,59,21
2531,"Piura",93,32,69,25
3425,"Lima Metropolitana",131,31,76,31
1871,"Piura",87,22,56,28
946,"Cusco",143,31,43,29
341,"Piura",84,20,52,23
964,"Loreto",79,21,51,21
2462,"Piura",89,31,66,25
2277,"Piura",132,28,68,34
3450,"Lima Metropolitana",68,19,50,24
2130,"Cusco",70,19,50,18
346,"Piura",83,21,52,22
1702,"Cusco",97,28,73,34
3221,"Lima Metropolitana",59,19,51,20
1284,"Piura",63,20,65,23
437,"Cusco",75,23,47,19
1765,"Piura",68,30,70,22
1326,"Piura",56,17,62,19
694,"Loreto",109,30,67,28
527,"Loreto",101,31,64,36
1325,"Piura",49,16,63,19
1772,"Piura",75,27,72,22
1400,"Cusco",102,28,66,30
616,"Piura",62,20,53,21
1127,"Piura",102,22,63,28
2235,"Piura",79,27,52,16
2331,"Piura",66,15,49,28
3459,"Lima Metropolitana",113,25,53,26
686,"Loreto",97,29,67,26
605,"Cusco",63,24,48,18
848,"Loreto",112,32,73,31
2828,"Lima Metropolitana",115,27,62,28
