"CÃ³digo","Departamento","Escala_Cog.","Escala_Mot.","Escala_Soc","Escala_Dis."
2211,"Piura",80,25,55,23
342,"Piura",83,21,59,22
3419,"Lima Metropolitana",76,22,50,22
1698,"Cusco",87,25,69,32
1244,"Piura",67,18,59,22
2386,"Piura",96,32,75,33
2508,"Piura",102,23,53,21
1671,"Loreto",51,18,45,19
844,"Loreto",109,31,73,25
2131,"Cusco",42,13,51,14
732,"Cusco",79,22,54,21
2147,"Piura",116,26,63,30
1664,"Loreto",76,20,55,31
1771,"Piura",75,28,67,23
3379,"Lima Metropolitana",71,20,57,22
3323,"Lima Metropolitana",120,22,52,23
1570,"Piura",117,31,67,29
853,"Loreto",110,31,78,31
334,"Piura",93,20,54,24
2105,"Loreto",71,25,57,18
330,"Piura",76,19,52,23
2441,"Piura",123,30,59,23
1588,"Loreto",141,30,65,30
551,"Cusco",128,34,59,34
3430,"Lima Metropolitana",88,24,59,26
3200,"Lima Metropolitana",116,35,67,26
1692,"Cusco",90,25,67,33
3464,"Lima Metropolitana",136,24,66,29
2329,"Piura",72,15,49,25
2453,"Piura",95,32,63,27
3416,"Lima Metropolitana",69,14,46,18
687,"Loreto",74,27,67,28
757,"Cusco",67,17,58,20
973,"Loreto",89,24,58,23
1323,"Piura",64,18,65,21
1777,"Cusco",78,24,49,28
403,"Piura",80,24,55,21
2216,"Piura",83,31,65,22
2813,"Lima Metropolitana",87,25,56,21
760,"Cusco",87,23,56,24
1661,"Loreto",78,29,59,26
1214,"Piura",78,19,56,22
369,"Piura",56,21,54,23
1494,"Piura",90,28,70,27
1211,"Piura",93,22,63,25
1493,"Piura",104,29,66,26
2087,"Piura",40,14,50,15
2209,"Piura",84,29,60,21
1491,"Piura",62,21,61,22
1196,"Piura",58,17,61,19
160,"Piura",85,20,53,26
1328,"Piura",78,20,64,21
3470,"Lima Metropolitana",110,26,49,26
1766,"Piura",77,30,75,28
2274,"Piura",53,23,57,22
1416,"Loreto",62,25,63,28
882,"Loreto",63,30,55,24
430,"Cusco",99,29,69,35
2233,"Piura",58,26,50,21
2069,"Cusco",64,23,59,22
246,"Cusco",66,19,49,21
846,"Loreto",109,34,53,26
2809,"Lima Metropolitana",68,23,48,22
429,"Cusco",96,32,63,32
602,"Cusco",58,22,53,18
347,"Piura",68,17,45,17
1421,"Cusco",131,33,61,25
3302,"Lima Metropolitana",90,22,47,20
3493,"Lima Metropolitana",85,22,60,23
1052,"Cusco",80,25,58,29
1763,"Piura",39,23,56,21
3488,"Lima Metropolitana",108,25,58,24
871,"Loreto",65,31,51,28
62,"Cusco",59,25,54,24
1624,"Piura",102,27,53,29
1280,"Piura",70,20,62,23
1627,"Piura",119,30,62,31
3442,"Lima Metropolitana",110,28,59,25
852,"Loreto",108,28,78,27
536,"Cusco",74,21,55,22
2450,"Piura",102,31,63,26
792,"Cusco",78,22,58,23
1427,"Cusco",122,28,62,30
3065,"Lima Metropolitana",104,33,52,29
1216,"Piura",85,23,62,25
1106,"Piura",120,32,67,33
2187,"Piura",80,27,61,27
339,"Piura",80,23,50,25
2179,"Piura",92,22,48,23
904,"Cusco",61,22,45,19
1705,"Cusco",86,19,60,22
969,"Loreto",114,26,53,27
2129,"Cusco",38,10,49,12
1134,"Cusco",43,26,50,16
685,"Loreto",70,29,65,27
1279,"Piura",55,19,57,18
2080,"Cusco",63,20,57,20
906,"Cusco",57,20,48,19
2533,"Piura",92,32,72,25
3079,"Lima Metropolitana",116,36,78,36
2208,"Piura",81,26,53,18
2808,"Lima Metropolitana",87,21,56,28
2458,"Piura",108,32,64,28
1077,"Piura",92,34,63,21
1126,"Piura",75,17,58,23
3217,"Lima Metropolitana",99,30,68,24
253,"Cusco",66,23,49,19
322,"Cusco",65,21,59,18
879,"Loreto",62,28,56,24
3381,"Lima Metropolitana",110,33,64,30
3429,"Lima Metropolitana",90,25,69,26
3008,"Lima Metropolitana",144,32,75,30
1615,"Piura",86,25,56,23
1753,"Piura",89,31,77,25
790,"Cusco",74,20,57,21
2504,"Piura",82,24,48,20
1747,"Cusco",71,16,50,19
737,"Cusco",44,15,51,16
2822,"Lima Metropolitana",121,28,69,29
3438,"Lima Metropolitana",100,29,71,28
756,"Cusco",70,23,54,23
1704,"Cusco",94,26,66,34
501,"Loreto",82,28,51,22
1701,"Cusco",88,26,70,28
3462,"Lima Metropolitana",107,32,60,28
2971,"Lima Metropolitana",114,34,60,30
1918,"Piura",62,17,54,25
1288,"Piura",49,18,60,17
3520,"Lima Metropolitana",79,22,33,17
156,"Piura",82,21,53,26
1261,"Piura",70,19,58,22
345,"Piura",78,19,55,21
1061,"Cusco",85,22,53,19
2328,"Piura",74,17,52,24
431,"Cusco",106,32,57,26
2286,"Piura",94,20,58,27
320,"Cusco",80,23,61,23
1703,"Cusco",72,21,66,25
2281,"Piura",93,22,55,28
1758,"Piura",92,24,75,25
1760,"Piura",61,29,63,23
2534,"Piura",92,32,70,27
945,"Cusco",141,31,46,30
2588,"Cusco",89,24,51,23
2186,"Piura",44,15,40,18
1423,"Cusco",116,25,57,26
2615,"Piura",65,14,56,20
2238,"Piura",49,25,55,25
321,"Cusco",69,21,61,21
1413,"Loreto",59,28,58,28
1079,"Piura",74,32,67,24
2505,"Piura",84,25,55,19
2461,"Piura",69,30,47,20
2231,"Piura",61,23,54,24
2278,"Piura",113,24,65,29
1610,"Piura",116,27,55,28
1410,"Loreto",62,28,57,28
2327,"Piura",89,20,50,25
679,"Loreto",70,26,62,23
682,"Loreto",62,27,63,28
1195,"Piura",70,21,54,18
745,"Cusco",75,22,56,20
1292,"Piura",46,15,51,15
3490,"Lima Metropolitana",53,22,51,16
2832,"Lima Metropolitana",98,20,56,21
555,"Cusco",71,15,64,22
3408,"Lima Metropolitana",110,31,68,24
2332,"Piura",63,24,53,21
422,"Piura",62,21,55,23
1241,"Piura",87,28,69,27
2180,"Piura",76,23,54,24
1813,"Cusco",90,25,63,25
545,"Cusco",100,28,54,28
3332,"Lima Metropolitana",81,21,36,18
1674,"Loreto",79,20,59,30
608,"Cusco",64,25,57,20
1291,"Piura",67,22,65,23
2207,"Piura",89,28,65,25
1803,"Cusco",88,30,64,27
1618,"Piura",81,22,51,19
1492,"Piura",61,19,58,21
1327,"Piura",39,16,42,15
3434,"Lima Metropolitana",98,29,71,31
2530,"Piura",63,30,66,23
3074,"Lima Metropolitana",90,35,77,35
2189,"Piura",67,26,53,23
740,"Cusco",68,22,59,22
599,"Cusco",62,23,53,21
329,"Cusco",69,21,60,19
2968,"Lima Metropolitana",105,28,68,24
1411,"Loreto",54,22,59,29
1258,"Piura",84,24,54,26
1164,"Piura",102,33,55,28
2219,"Piura",143,29,66,30
59,"Cusco",47,13,49,18
1287,"Piura",46,20,59,19
1190,"Cusco",51,22,54,17
1827,"Piura",78,21,60,22
3476,"Lima Metropolitana",102,25,58,23
2509,"Piura",87,22,54,22
678,"Loreto",64,26,62,23
1969,"Piura",67,20,49,19
3483,"Lima Metropolitana",71,21,47,22
880,"Loreto",64,33,54,26
1124,"Piura",92,21,60,25
1919,"Piura",71,21,56,25
2510,"Piura",88,21,48,21
2444,"Piura",105,32,62,24
2294,"Piura",86,22,55,28
3460,"Lima Metropolitana",103,26,67,29
2812,"Lima Metropolitana",61,21,45,20
2098,"Loreto",63,21,58,16
2197,"Piura",111,29,75,33
552,"Cusco",124,36,64,34
3087,"Lima Metropolitana",74,30,75,30
3386,"Lima Metropolitana",134,31,76,33
64,"Cusco",44,21,53,17
2614,"Piura",93,25,63,25
2323,"Piura",80,21,54,27
1277,"Piura",74,21,57,23
3073,"Lima Metropolitana",121,34,71,35
1286,"Piura",61,19,58,22
1056,"Cusco",56,22,50,18
1040,"Piura",100,21,60,27
2192,"Piura",89,29,41,21
2336,"Piura",38,15,29,13
1212,"Piura",86,21,63,28
1714,"Cusco",70,23,62,25
1839,"Loreto",130,32,70,31
872,"Loreto",64,31,53,24
692,"Loreto",80,28,62,26
245,"Cusco",56,19,44,18
965,"Loreto",104,24,54,27
876,"Loreto",66,29,49,24
1207,"Cusco",53,18,45,15
2284,"Piura",122,26,63,30
1414,"Loreto",62,27,69,28
1054,"Cusco",81,24,52,22
3205,"Lima Metropolitana",74,29,67,26
1322,"Piura",62,20,65,20
3456,"Lima Metropolitana",107,22,54,25
56,"Cusco",55,23,59,26
24,"Piura",47,18,38,19
1621,"Piura",129,28,65,29
368,"Piura",58,18,52,20
65,"Cusco",39,16,45,16
1534,"Loreto",60,16,58,22
414,"Piura",72,24,55,26
22,"Piura",59,21,49,20
1964,"Piura",80,23,56,26
2314,"Piura",121,34,76,34
850,"Loreto",109,33,61,22
977,"Loreto",110,25,56,26
549,"Cusco",124,33,56,34
1761,"Piura",106,28,77,27
3126,"Lima Metropolitana",101,35,65,28
690,"Loreto",94,30,67,29
972,"Loreto",100,24,54,24
2191,"Piura",81,28,62,19
734,"Cusco",71,21,58,22
604,"Cusco",49,21,53,17
2234,"Piura",58,23,55,19
1668,"Loreto",43,18,42,17
1667,"Loreto",43,17,47,17
1,"Piura",61,21,51,21
1784,"Piura",74,22,53,19
2335,"Piura",47,21,53,22
2196,"Piura",86,26,54,25
2195,"Piura",111,29,76,32
327,"Cusco",68,21,61,19
3295,"Lima Metropolitana",88,29,57,25
1713,"Cusco",61,23,66,26
2503,"Piura",81,19,49,18
1529,"Loreto",40,16,47,15
1672,"Loreto",70,21,58,28
2448,"Piura",121,32,65,29
845,"Loreto",109,26,68,22
696,"Loreto",58,26,62,21
1869,"Piura",71,20,57,23
736,"Cusco",51,18,52,21
252,"Cusco",63,22,47,19
1407,"Loreto",71,26,65,29
3283,"Lima Metropolitana",145,27,65,31
420,"Piura",111,33,64,30
2184,"Piura",62,18,51,18
1198,"Piura",89,31,55,24
3085,"Lima Metropolitana",95,34,76,30
157,"Piura",82,20,54,25
3413,"Lima Metropolitana",53,21,54,18
3083,"Lima Metropolitana",93,35,77,35
419,"Piura",114,32,67,32
3485,"Lima Metropolitana",89,25,57,22
2190,"Piura",70,24,57,24
1294,"Piura",54,13,54,19
2193,"Piura",39,11,42,15
2500,"Piura",79,19,50,21
750,"Cusco",67,22,59,22
1988,"Cusco",81,13,50,16
3479,"Lima Metropolitana",65,22,52,19
1188,"Piura",67,20,62,24
3372,"Lima Metropolitana",91,30,60,28
1177,"Loreto",77,19,50,19
415,"Piura",96,33,65,31
416,"Piura",98,34,69,31
3420,"Lima Metropolitana",138,25,60,28
1675,"Loreto",59,18,51,24
1690,"Cusco",95,28,65,32
1608,"Loreto",107,30,65,27
2086,"Piura",94,24,49,22
1174,"Loreto",61,19,41,18
1078,"Piura",64,27,60,18
1830,"Piura",84,29,58,26
3377,"Lima Metropolitana",59,18,59,22
3324,"Lima Metropolitana",73,16,46,22
1544,"Loreto",62,21,55,21
2243,"Piura",46,20,62,27
3277,"Lima Metropolitana",90,28,57,22
1870,"Piura",64,16,55,21
635,"Piura",46,16,48,18
1075,"Loreto",147,31,66,31
58,"Cusco",40,20,52,17
2288,"Piura",86,23,53,25
1846,"Loreto",126,32,75,31
1566,"Piura",63,16,57,20
2826,"Lima Metropolitana",98,23,59,24
1872,"Piura",83,26,65,26
171,"Piura",80,21,55,26
170,"Piura",80,21,55,26
3181,"Lima Metropolitana",101,27,68,24
1762,"Piura",121,32,77,29
2460,"Piura",81,32,62,25
2133,"Cusco",67,20,52,17
2222,"Piura",71,28,52,18
1490,"Piura",78,17,47,19
675,"Loreto",62,22,66,24
674,"Loreto",62,22,66,24
1632,"Cusco",84,20,62,19
2099,"Loreto",58,21,44,16
2276,"Piura",61,24,55,22
975,"Loreto",80,17,50,18
23,"Piura",41,16,42,15
744,"Cusco",69,21,60,21
1622,"Piura",97,23,55,26
968,"Loreto",84,19,55,24
3321,"Lima Metropolitana",148,25,71,35
3326,"Lima Metropolitana",142,29,55,31
3489,"Lima Metropolitana",92,30,60,28
2246,"Piura",40,11,48,15
337,"Piura",64,14,54,21
508,"Loreto",85,20,56,19
1541,"Loreto",75,22,57,22
1695,"Cusco",83,17,45,17
1540,"Loreto",59,18,58,22
601,"Cusco",55,22,40,20
506,"Loreto",95,29,60,34
976,"Loreto",99,23,54,25
1082,"Piura",85,29,70,26
417,"Piura",119,34,67,33
2245,"Piura",71,24,61,22
2570,"Loreto",51,16,53,18
432,"Cusco",88,31,63,29
535,"Cusco",73,20,50,22
2507,"Piura",81,18,52,22
3397,"Lima Metropolitana",129,29,75,33
169,"Piura",74,22,49,25
789,"Cusco",76,20,56,23
2275,"Piura",54,21,57,20
2527,"Piura",48,15,53,22
1619,"Piura",81,19,56,20
2315,"Piura",101,33,75,33
1585,"Loreto",80,22,58,24
1626,"Piura",102,26,53,25
435,"Cusco",117,30,69,31
636,"Piura",69,20,55,23
1663,"Loreto",71,23,53,29
695,"Loreto",66,27,64,25
3444,"Lima Metropolitana",86,34,61,17
1676,"Loreto",67,20,47,27
3212,"Lima Metropolitana",112,33,75,27
1743,"Cusco",92,19,62,26
2833,"Lima Metropolitana",57,20,54,20
738,"Cusco",44,19,50,22
1917,"Piura",87,24,62,25
2005,"Loreto",62,25,61,21
1774,"Piura",83,29,77,22
39,"Piura",60,22,52,20
1623,"Piura",113,25,62,31
1488,"Piura",62,17,47,19
436,"Cusco",84,22,43,24
1768,"Piura",52,24,60,23
1932,"Cusco",77,21,58,24
1392,"Piura",77,22,44,19
2083,"Loreto",61,25,56,29
1194,"Piura",87,21,70,29
3307,"Lima Metropolitana",98,22,47,25
1420,"Cusco",112,28,62,31
1930,"Cusco",75,18,50,16
2204,"Piura",99,27,66,25
3077,"Lima Metropolitana",116,36,76,36
1845,"Loreto",106,30,71,29
1489,"Piura",79,29,48,23
1759,"Piura",42,24,70,21
2446,"Piura",74,31,54,26
1275,"Piura",100,24,65,27
1202,"Cusco",100,28,65,28
1556,"Loreto",48,20,57,21
2388,"Piura",94,31,69,33
1426,"Cusco",69,24,47,19
1296,"Piura",50,18,64,18
1123,"Piura",73,14,60,22
1186,"Loreto",77,24,42,18
1239,"Piura",68,20,62,22
1693,"Cusco",94,18,60,19
1757,"Piura",59,27,71,21
3448,"Lima Metropolitana",76,25,51,13
1688,"Cusco",86,19,69,26
752,"Cusco",72,22,56,20
3084,"Lima Metropolitana",85,30,68,33
598,"Cusco",67,22,45,17
3009,"Lima Metropolitana",101,30,70,27
743,"Cusco",75,24,61,18
3328,"Lima Metropolitana",91,19,47,20
1715,"Cusco",74,24,70,26
1634,"Cusco",68,19,50,18
550,"Cusco",83,26,51,21
2202,"Piura",75,19,57,21
1700,"Cusco",75,23,67,23
49,"Cusco",49,21,50,18
2502,"Piura",49,15,46,19
1605,"Loreto",97,29,62,25
1129,"Piura",101,23,64,27
3432,"Lima Metropolitana",109,29,71,26
2829,"Lima Metropolitana",120,25,67,29
2203,"Piura",121,33,76,34
51,"Cusco",37,16,50,17
2221,"Piura",73,22,58,20
2226,"Piura",71,24,60,19
3426,"Lima Metropolitana",137,32,77,30
1571,"Piura",120,33,69,28
749,"Cusco",64,20,56,21
1769,"Piura",40,22,70,19
1770,"Piura",36,22,59,17
1403,"Piura",62,17,48,17
1243,"Piura",69,18,62,22
1059,"Cusco",86,23,50,21
733,"Cusco",56,18,56,20
2293,"Piura",90,22,59,27
2817,"Lima Metropolitana",79,22,47,21
2236,"Piura",54,23,55,26
1755,"Piura",37,17,56,16
3195,"Lima Metropolitana",72,32,62,21
971,"Loreto",80,21,51,23
1754,"Piura",64,25,65,20
1293,"Piura",52,20,60,21
1785,"Piura",69,23,50,17
1927,"Cusco",84,22,56,23
2830,"Lima Metropolitana",60,23,56,21
1707,"Cusco",75,18,56,14
251,"Cusco",60,21,49,19
2077,"Cusco",73,24,61,24
1694,"Cusco",90,21,57,18
2224,"Piura",84,27,68,21
3457,"Lima Metropolitana",112,23,57,30
3523,"Lima Metropolitana",83,24,59,18
2445,"Piura",134,32,70,27
1965,"Piura",83,25,62,27
3392,"Lima Metropolitana",131,25,70,30
537,"Cusco",60,16,50,19
2616,"Piura",59,16,60,22
2,"Piura",52,20,44,23
1635,"Cusco",81,22,59,27
3399,"Lima Metropolitana",99,22,65,31
2292,"Piura",64,17,54,24
2537,"Piura",85,31,65,25
1199,"Piura",67,20,49,21
1208,"Cusco",67,22,47,21
2084,"Piura",98,20,63,29
2810,"Lima Metropolitana",105,20,59,26
161,"Piura",85,20,55,26
794,"Cusco",77,22,56,21
61,"Cusco",41,20,52,18
1210,"Piura",75,22,56,22
2206,"Piura",79,24,48,23
2528,"Piura",76,28,68,25
3178,"Lima Metropolitana",87,31,71,24
967,"Loreto",103,25,53,27
54,"Cusco",64,21,57,25
249,"Cusco",67,20,50,21
1711,"Cusco",70,25,65,24
1218,"Piura",96,29,68,29
747,"Cusco",53,18,58,21
2205,"Piura",109,22,60,22
1283,"Piura",42,15,59,19
798,"Cusco",75,21,54,24
1795,"Loreto",89,28,60,28
633,"Piura",50,19,50,21
1418,"Cusco",117,29,66,30
793,"Cusco",73,21,54,20
2073,"Cusco",70,22,57,20
1606,"Loreto",112,30,65,29
1607,"Loreto",80,22,58,18
344,"Piura",71,15,54,21
735,"Cusco",70,19,57,22
1633,"Cusco",77,21,47,17
2811,"Lima Metropolitana",50,19,48,20
905,"Cusco",77,25,50,22
2587,"Cusco",45,17,47,17
1746,"Cusco",80,18,58,18
2225,"Piura",81,23,56,25
1934,"Cusco",79,21,56,23
1289,"Piura",70,24,63,24
684,"Loreto",74,26,65,29
3011,"Lima Metropolitana",98,22,48,21
3006,"Lima Metropolitana",101,22,62,23
1175,"Loreto",51,16,33,15
1060,"Cusco",54,18,50,18
2585,"Cusco",81,24,51,22
907,"Cusco",37,19,48,15
1425,"Cusco",77,26,41,18
3451,"Lima Metropolitana",85,23,61,22
2831,"Lima Metropolitana",81,18,57,21
544,"Cusco",54,17,45,20
3251,"Lima Metropolitana",72,21,43,18
2814,"Lima Metropolitana",74,22,59,22
3390,"Lima Metropolitana",52,15,43,18
1081,"Piura",104,35,71,25
1787,"Piura",110,33,64,33
2230,"Piura",46,16,48,19
2232,"Piura",58,20,45,20
2455,"Piura",106,28,61,28
944,"Cusco",138,30,47,29
677,"Loreto",88,28,63,26
689,"Loreto",72,27,63,24
2823,"Lima Metropolitana",81,23,58,23
1276,"Piura",84,20,62,23
1617,"Piura",126,23,56,27
1412,"Loreto",55,25,56,28
2280,"Piura",92,23,63,31
3404,"Lima Metropolitana",137,25,67,31
1666,"Loreto",51,19,48,21
2325,"Piura",66,15,48,26
3465,"Lima Metropolitana",94,31,56,27
1650,"Loreto",80,29,56,24
2535,"Piura",86,33,66,27
3211,"Lima Metropolitana",75,32,73,24
2295,"Piura",90,21,53,27
3455,"Lima Metropolitana",51,10,53,19
35,"Piura",42,17,48,18
3063,"Lima Metropolitana",116,34,64,35
1778,"Cusco",86,24,52,22
1393,"Piura",70,17,49,19
857,"Loreto",61,13,43,24
1716,"Cusco",81,28,69,31
1873,"Piura",68,21,40,19
1636,"Cusco",83,19,49,13
3396,"Lima Metropolitana",78,21,52,21
883,"Loreto",61,30,53,22
2825,"Lima Metropolitana",56,21,46,19
2181,"Piura",99,26,49,24
1989,"Cusco",66,26,41,17
1613,"Piura",86,23,49,23
3496,"Lima Metropolitana",105,27,59,24
1187,"Loreto",77,19,50,19
943,"Cusco",139,31,44,28
2970,"Lima Metropolitana",82,22,62,24
332,"Piura",87,19,55,23
942,"Cusco",142,31,45,31
1125,"Piura",76,18,61,23
50,"Cusco",37,14,48,18
2123,"Loreto",60,25,61,18
2815,"Lima Metropolitana",68,23,49,20
3276,"Lima Metropolitana",91,14,59,26
854,"Loreto",105,31,78,29
324,"Cusco",67,20,61,19
849,"Loreto",107,33,68,31
1764,"Piura",46,25,62,21
913,"Cusco",50,19,53,20
2454,"Piura",86,28,61,25
2962,"Lima Metropolitana",101,25,62,29
365,"Piura",51,22,54,23
2132,"Cusco",46,15,45,17
2183,"Piura",53,18,54,21
1651,"Loreto",79,28,57,25
254,"Cusco",55,17,49,19
539,"Cusco",65,22,54,21
3474,"Lima Metropolitana",106,25,59,24
1213,"Piura",80,20,61,24
1295,"Piura",60,19,65,23
912,"Cusco",35,15,48,13
3522,"Lima Metropolitana",66,22,35,15
1133,"Cusco",33,25,41,16
2290,"Piura",39,13,41,15
3410,"Lima Metropolitana",53,20,42,17
941,"Cusco",143,30,45,30
600,"Cusco",58,23,54,19
802,"Cusco",68,22,56,18
3494,"Lima Metropolitana",89,22,59,22
411,"Cusco",32,18,51,8
1779,"Cusco",85,24,55,26
2128,"Piura",74,21,60,22
842,"Loreto",117,34,73,31
3007,"Lima Metropolitana",80,30,67,29
1379,"Loreto",78,21,49,22
3403,"Lima Metropolitana",85,24,57,23
1712,"Cusco",82,26,69,26
1699,"Cusco",95,25,69,32
914,"Cusco",35,16,50,14
1422,"Cusco",116,28,61,31
1847,"Loreto",77,21,70,28
3471,"Lima Metropolitana",99,23,59,28
250,"Cusco",60,21,49,20
1260,"Piura",76,19,54,22
1812,"Cusco",77,23,63,25
1080,"Piura",72,31,68,24
1409,"Loreto",58,25,61,29
348,"Piura",71,15,53,20
3422,"Lima Metropolitana",72,20,61,22
606,"Cusco",53,22,55,17
3521,"Lima Metropolitana",102,28,54,19
1614,"Piura",82,25,63,23
2088,"Piura",59,18,53,17
1652,"Loreto",57,25,59,17
754,"Cusco",63,18,56,19
1547,"Loreto",80,21,59,30
509,"Loreto",81,21,55,20
1324,"Piura",58,18,61,21
1191,"Cusco",58,23,52,20
255,"Cusco",64,19,48,20
938,"Cusco",140,32,45,30
875,"Loreto",62,29,49,22
412,"Cusco",47,17,61,21
1165,"Piura",65,19,51,19
1402,"Cusco",119,31,64,32
42,"Piura",65,23,49,20
2240,"Piura",74,27,65,25
2819,"Lima Metropolitana",74,16,56,23
681,"Loreto",90,29,64,29
909,"Cusco",41,14,55,18
796,"Cusco",70,20,55,21
1128,"Piura",75,21,62,24
2536,"Piura",78,26,67,25
758,"Cusco",66,21,49,20
3484,"Lima Metropolitana",69,23,56,20
3491,"Lima Metropolitana",79,21,55,23
1669,"Loreto",52,19,54,23
3186,"Lima Metropolitana",46,27,41,20
336,"Piura",67,16,53,18
874,"Loreto",71,28,50,24
2529,"Piura",73,30,69,23
328,"Cusco",67,21,60,19
878,"Loreto",66,31,57,26
1709,"Cusco",73,18,59,19
617,"Piura",42,16,50,20
1665,"Loreto",55,17,39,24
37,"Piura",36,13,39,14
1938,"Piura",96,24,66,27
1076,"Loreto",139,33,65,35
2220,"Piura",65,21,57,20
333,"Piura",67,14,53,20
164,"Piura",80,21,54,22
52,"Cusco",42,19,50,20
1262,"Piura",67,19,54,23
748,"Cusco",48,17,54,20
1053,"Cusco",59,14,44,17
614,"Piura",47,17,50,19
3089,"Lima Metropolitana",95,33,76,33
2452,"Piura",68,26,55,22
1166,"Piura",67,20,51,16
533,"Loreto",94,25,58,35
3487,"Lima Metropolitana",107,25,60,24
2289,"Piura",36,14,40,15
1925,"Piura",57,18,47,17
739,"Cusco",43,14,53,24
2330,"Piura",74,18,52,29
1604,"Loreto",81,20,64,22
1708,"Cusco",78,18,57,20
759,"Cusco",35,12,46,19
3382,"Lima Metropolitana",59,19,50,16
243,"Cusco",63,21,48,20
1231,"Piura",62,16,58,23
1398,"Piura",79,24,53,20
531,"Loreto",71,19,47,17
1200,"Cusco",87,28,61,30
937,"Cusco",137,32,44,30
338,"Piura",64,15,50,19
2200,"Piura",82,30,46,25
1710,"Cusco",57,18,64,23
2389,"Piura",96,31,76,31
741,"Cusco",66,20,60,21
1829,"Piura",37,11,51,13
1828,"Piura",37,15,50,12
1232,"Piura",63,19,59,21
966,"Loreto",82,19,49,22
163,"Cusco",36,18,54,14
908,"Cusco",41,16,59,16
987,"Piura",70,24,53,23
335,"Piura",80,18,56,21
2103,"Loreto",75,25,62,22
2214,"Piura",65,19,45,18
343,"Piura",84,15,59,20
1399,"Cusco",92,25,61,27
162,"Cusco",41,15,55,18
1691,"Cusco",60,18,69,24
166,"Piura",87,22,54,26
410,"Cusco",50,18,59,22
2100,"Loreto",70,26,62,17
2451,"Piura",71,21,54,21
20,"Piura",34,15,39,17
2201,"Piura",93,27,59,27
2449,"Piura",74,25,51,18
1939,"Piura",107,27,64,27
2443,"Piura",82,19,44,20
36,"Piura",69,22,52,24
1936,"Cusco",84,19,56,24
2247,"Piura",69,17,59,20
843,"Loreto",105,28,58,25
326,"Cusco",68,20,63,18
607,"Cusco",52,21,42,17
2109,"Loreto",89,34,63,30
2102,"Loreto",70,24,59,18
1656,"Loreto",69,25,54,18
325,"Cusco",42,11,59,15
1967,"Piura",62,13,52,19
851,"Loreto",108,35,60,28
1670,"Loreto",51,21,38,24
364,"Piura",56,22,57,22
2586,"Cusco",86,26,52,24
2854,"Lima Metropolitana",119,28,60,28
2860,"Lima Metropolitana",118,30,61,27
2847,"Lima Metropolitana",115,27,69,30
2852,"Lima Metropolitana",85,21,37,21
2135,"Cusco",45,12,50,17
2218,"Piura",74,27,59,22
1417,"Piura",59,20,56,20
634,"Piura",69,19,52,22
2862,"Lima Metropolitana",107,20,60,27
751,"Cusco",63,22,53,19
2875,"Lima Metropolitana",110,27,58,28
2334,"Piura",35,14,45,19
2333,"Piura",48,17,51,18
2239,"Piura",85,26,67,11
2387,"Piura",106,33,75,30
154,"Piura",74,20,48,25
2456,"Piura",74,25,51,18
1074,"Loreto",146,33,72,31
886,"Piura",85,31,63,33
1940,"Loreto",49,10,47,20
3189,"Lima Metropolitana",70,27,42,21
2120,"Loreto",77,24,51,22
2285,"Piura",81,23,55,25
3279,"Lima Metropolitana",109,23,59,27
2097,"Loreto",61,21,55,18
3010,"Lima Metropolitana",58,14,50,17
2604,"Piura",136,35,54,34
3075,"Lima Metropolitana",112,35,78,35
3492,"Lima Metropolitana",80,25,59,21
2145,"Cusco",86,26,55,21
479,"Loreto",144,35,63,29
492,"Loreto",106,25,54,24
3435,"Lima Metropolitana",74,19,60,20
2565,"Piura",86,26,55,25
3140,"Lima Metropolitana",108,35,64,29
2400,"Piura",130,35,75,34
3475,"Lima Metropolitana",146,36,51,27
2886,"Lima Metropolitana",102,31,65,26
698,"Loreto",138,32,75,34
404,"Piura",78,23,55,23
1157,"Piura",70,24,56,27
418,"Piura",63,26,49,24
